WORD,EXAMPLE,SOURCE
mural, the mural in the art gallery showcased the artist's unique style and vibrant color palette,gpt-simple
mural," the community center organized a mural painting event, inviting local residents to contribute to the artwork",gpt-simple
mural," the abandoned warehouse was transformed into a trendy café, with a massive graffiti mural covering the entire exterior",gpt-simple
report, the news report stated that there was a major accident on the highway,gpt-simple
report, the employee submitted a detailed report to their supervisor,gpt-simple
report, the weather report forecasted heavy rain for the weekend,gpt-simple
report, the investigator filed a report after conducting interviews with the witnesses,gpt-simple
report, the student received a good report card for his excellent grades,gpt-simple
relation, the relation between the two brothers is very strong,gpt-simple
relation, the company has established a good relation with its clients,gpt-simple
relation, i have a close relation with my grandparents,gpt-simple
relation, the book explores the complex relation between art and society,gpt-simple
relation, the professor discussed the relation between poverty and crime in his lecture,gpt-simple
hear, i could hear the sound of raindrops hitting the roof,gpt-simple
hear, did you hear what she said about the upcoming event?,gpt-simple
hear, he claims to have heard footsteps outside his house late at night,gpt-simple
hear," i can't hear you clearly, could you speak louder?",gpt-simple
hear, the judge will hear the case tomorrow and make a decision,gpt-simple
king, the king ruled over his kingdom with an iron fist,gpt-simple
king, the chess piece known as the king can only move one square in any direction,gpt-simple
king," the lion, known as the king of the jungle, roamed freely in the wild",gpt-simple
king, elvis presley is often referred to as the king of rock and roll,gpt-simple
king, the playing card with the image of a king represents royalty in a deck of cards,gpt-simple
apply, i will apply for the job as soon as the position becomes available,gpt-simple
apply, she decided to apply a fresh coat of paint to the walls,gpt-simple
apply, he asked me to apply pressure to the wound to stop the bleeding,gpt-simple
apply, it is important to apply sunscreen before going out in the sun,gpt-simple
apply, the new law will apply to all citizens regardless of their age or gender,gpt-simple
base, the soldiers set up a military base in the desert,gpt-simple
base, the teacher used the base of ten to explain the concept of place value,gpt-simple
base, the company's success is built on a solid customer base,gpt-simple
base, the baseball player hit the ball and made it safely to base,gpt-simple
base, she decided to join the yoga class to improve her core strength and build a strong base,gpt-simple
cheap, the store was offering a cheap deal on electronics,gpt-simple
cheap, he bought a cheap car that constantly needed repairs,gpt-simple
cheap," the hotel room was cheap, but it lacked basic amenities",gpt-simple
cheap, she found a cheap flight to her dream destination,gpt-simple
cheap, the restaurant served cheap food that tasted terrible,gpt-simple
allow, please allow me to introduce myself,gpt-simple
allow, the company policy does not allow pets in the office,gpt-simple
allow, we will allow a maximum of two guests per room,gpt-simple
allow, the new update will allow users to customize their profile,gpt-simple
allow, i cannot allow you to continue behaving in such a disrespectful manner,gpt-simple
show," the magician put on a spectacular show, dazzling the audience with his tricks and illusions",gpt-simple
show, can you show me how to solve this math problem? i'm having trouble understanding it,gpt-simple
show, the new exhibit at the art gallery is a show of vibrant and abstract paintings,gpt-simple
show, she decided to show her support for the cause by attending the protest march,gpt-simple
show, the weatherman predicted that the storm will show up later this evening,gpt-simple
foundation, the foundation of the building was laid last week,gpt-simple
foundation, she started a foundation to help children in need,gpt-simple
foundation, the foundation of her argument was based on strong evidence,gpt-simple
foundation, he applied a thin layer of foundation to even out his skin tone,gpt-simple
foundation, the foundation of their relationship was built on trust and honesty,gpt-simple
stack, i need to stack the books neatly on the shelf,gpt-simple
stack, the stack of pancakes was so tall that it toppled over,gpt-simple
stack, he was a professional poker player known for his ability to stack the deck,gpt-simple
stack, the developer built a stack of code to create the software application,gpt-simple
stack, the hiker carefully stacked the rocks to mark the trail,gpt-simple
leave, please don't leave the door open when you go out,gpt-simple
leave, i will leave work early today to attend my daughter's school play,gpt-simple
leave, he decided to leave his hometown and start a new life in the city,gpt-simple
leave, the teacher asked the students to leave their bags in the classroom before going to the playground,gpt-simple
leave, i forgot to leave a note for my roommate about the groceries i bought,gpt-simple
certain, i am certain that i locked the door before leaving the house,gpt-simple
certain, the student was certain that he had studied enough for the exam,gpt-simple
certain, she had a certain glow about her that made everyone curious,gpt-simple
certain, he had a certain charm that made him popular with everyone he met,gpt-simple
certain, the company has certain policies in place to ensure employee safety,gpt-simple
